,node,sampleId,featureId,inequality,threshold,label
1158,3,C002005015,averageDailyTraffic,<=,22.5,negative
1159,0,C002005023,averageDailyTraffic,<=,27.5,negative
1160,1,C002005023,structureLength,<=,15.349999904632568,negative
1161,0,C002005025,averageDailyTraffic,>,27.5,negative
1162,6,C002005025,yearBuilt,<=,1986.0,negative
1163,7,C002005025,structureLength,>,12.799999713897705,negative
1164,0,C002005030,averageDailyTraffic,<=,27.5,negative
1165,1,C002005030,structureLength,>,15.349999904632568,negative
1166,3,C002005030,averageDailyTraffic,<=,22.5,negative
1167,0,C002005035,averageDailyTraffic,<=,27.5,negative
1168,1,C002005035,structureLength,<=,15.349999904632568,negative
1169,0,C002005213,averageDailyTraffic,>,27.5,negative
1170,6,C002005213,yearBuilt,<=,1986.0,negative
1171,7,C002005213,structureLength,<=,12.799999713897705,negative
1172,8,C002005213,latitude,>,40.61000061035156,negative
1173,10,C002005213,operatingRating,<=,59.39999961853027,negative
1174,0,C002010335,averageDailyTraffic,>,27.5,negative
1175,6,C002010335,yearBuilt,<=,1986.0,negative
1176,7,C002010335,structureLength,>,12.799999713897705,negative
1177,0,C002010415,averageDailyTraffic,<=,27.5,negative
1178,1,C002010415,structureLength,<=,15.349999904632568,negative
1179,0,C002010420,averageDailyTraffic,<=,27.5,negative
1180,1,C002010420,structureLength,<=,15.349999904632568,negative
1181,0,C002010635,averageDailyTraffic,>,27.5,negative
1182,6,C002010635,yearBuilt,<=,1986.0,negative
1183,7,C002010635,structureLength,<=,12.799999713897705,negative
1184,8,C002010635,latitude,>,40.61000061035156,negative
1185,10,C002010635,operatingRating,<=,59.39999961853027,negative
1186,0,C002010745,averageDailyTraffic,<=,27.5,negative
1187,1,C002010745,structureLength,<=,15.349999904632568,negative
1188,0,C002011330,averageDailyTraffic,>,27.5,negative
1189,6,C002011330,yearBuilt,<=,1986.0,negative
1190,7,C002011330,structureLength,<=,12.799999713897705,negative
1191,8,C002011330,latitude,>,40.61000061035156,negative
1192,10,C002011330,operatingRating,<=,59.39999961853027,negative
1193,0,C002011745,averageDailyTraffic,<=,27.5,negative
1194,1,C002011745,structureLength,<=,15.349999904632568,negative
1195,0,C002011920,averageDailyTraffic,>,27.5,negative
1196,6,C002011920,yearBuilt,<=,1986.0,negative
1197,7,C002011920,structureLength,>,12.799999713897705,negative
1198,0,C002012030,averageDailyTraffic,>,27.5,negative
1199,6,C002012030,yearBuilt,<=,1986.0,negative
1200,7,C002012030,structureLength,<=,12.799999713897705,negative
1201,8,C002012030,latitude,>,40.61000061035156,negative
1202,10,C002012030,operatingRating,<=,59.39999961853027,negative
1203,0,C002012032,averageDailyTraffic,>,27.5,negative
1204,6,C002012032,yearBuilt,>,1986.0,negative
1205,0,C002012035,averageDailyTraffic,>,27.5,negative
1206,6,C002012035,yearBuilt,>,1986.0,negative
1207,0,C002012040,averageDailyTraffic,>,27.5,negative
1208,6,C002012040,yearBuilt,>,1986.0,negative
1209,0,C002012510,averageDailyTraffic,<=,27.5,negative
1210,1,C002012510,structureLength,<=,15.349999904632568,negative
1211,0,C002012638,averageDailyTraffic,>,27.5,negative
1212,6,C002012638,yearBuilt,<=,1986.0,negative
1213,7,C002012638,structureLength,<=,12.799999713897705,negative
1214,8,C002012638,latitude,>,40.61000061035156,negative
1215,10,C002012638,operatingRating,<=,59.39999961853027,negative
1216,0,C002012640,averageDailyTraffic,<=,27.5,negative
1217,1,C002012640,structureLength,<=,15.349999904632568,negative
1218,0,C002012645,averageDailyTraffic,>,27.5,negative
1219,6,C002012645,yearBuilt,<=,1986.0,negative
1220,7,C002012645,structureLength,<=,12.799999713897705,negative
1221,8,C002012645,latitude,>,40.61000061035156,negative
1222,10,C002012645,operatingRating,<=,59.39999961853027,negative
1223,0,C002012650,averageDailyTraffic,<=,27.5,negative
1224,1,C002012650,structureLength,<=,15.349999904632568,negative
1225,0,C002012655,averageDailyTraffic,<=,27.5,negative
1226,1,C002012655,structureLength,<=,15.349999904632568,negative
1227,0,C002012805P,averageDailyTraffic,<=,27.5,negative
1228,1,C002012805P,structureLength,>,15.349999904632568,negative
1229,3,C002012805P,averageDailyTraffic,<=,22.5,negative
1230,0,C002012810,averageDailyTraffic,<=,27.5,negative
1231,1,C002012810,structureLength,>,15.349999904632568,negative
1232,3,C002012810,averageDailyTraffic,>,22.5,negative
1233,0,C002012820,averageDailyTraffic,<=,27.5,negative
1234,1,C002012820,structureLength,<=,15.349999904632568,negative
1235,0,C002012825,averageDailyTraffic,>,27.5,negative
1236,6,C002012825,yearBuilt,<=,1986.0,negative
1237,7,C002012825,structureLength,>,12.799999713897705,negative
1238,0,C002013235,averageDailyTraffic,<=,27.5,negative
1239,1,C002013235,structureLength,>,15.349999904632568,negative
1240,3,C002013235,averageDailyTraffic,<=,22.5,negative
1241,0,C002013440,averageDailyTraffic,>,27.5,negative
1242,6,C002013440,yearBuilt,<=,1986.0,negative
1243,7,C002013440,structureLength,>,12.799999713897705,negative
1244,0,C002013635,averageDailyTraffic,>,27.5,negative
1245,6,C002013635,yearBuilt,<=,1986.0,negative
1246,7,C002013635,structureLength,<=,12.799999713897705,negative
1247,8,C002013635,latitude,>,40.61000061035156,negative
1248,10,C002013635,operatingRating,<=,59.39999961853027,negative
1249,0,C002013650,averageDailyTraffic,>,27.5,negative
1250,6,C002013650,yearBuilt,>,1986.0,negative
1251,0,C002013710,averageDailyTraffic,<=,27.5,negative
1252,1,C002013710,structureLength,<=,15.349999904632568,negative
1253,0,C002013715,averageDailyTraffic,>,27.5,negative
1254,6,C002013715,yearBuilt,<=,1986.0,negative
1255,7,C002013715,structureLength,<=,12.799999713897705,negative
1256,8,C002013715,latitude,>,40.61000061035156,negative
1257,10,C002013715,operatingRating,<=,59.39999961853027,negative
1258,0,C002013720,averageDailyTraffic,<=,27.5,negative
1259,1,C002013720,structureLength,<=,15.349999904632568,negative
1260,0,C002014015,averageDailyTraffic,<=,27.5,negative
1261,1,C002014015,structureLength,>,15.349999904632568,negative
1262,3,C002014015,averageDailyTraffic,<=,22.5,negative
1263,0,C002014017,averageDailyTraffic,<=,27.5,negative
1264,1,C002014017,structureLength,<=,15.349999904632568,negative
1265,0,C002014025,averageDailyTraffic,>,27.5,negative
1266,6,C002014025,yearBuilt,>,1986.0,negative
1267,0,C002014205,averageDailyTraffic,<=,27.5,negative
1268,1,C002014205,structureLength,<=,15.349999904632568,negative
1269,0,C002014305,averageDailyTraffic,>,27.5,negative
1270,6,C002014305,yearBuilt,>,1986.0,negative
1271,0,C002014310,averageDailyTraffic,>,27.5,negative
1272,6,C002014310,yearBuilt,<=,1986.0,negative
1273,7,C002014310,structureLength,<=,12.799999713897705,negative
1274,8,C002014310,latitude,>,40.61000061035156,negative
1275,10,C002014310,operatingRating,<=,59.39999961853027,negative
1276,0,C002014755,averageDailyTraffic,>,27.5,negative
1277,6,C002014755,yearBuilt,<=,1986.0,negative
1278,7,C002014755,structureLength,<=,12.799999713897705,negative
1279,8,C002014755,latitude,>,40.61000061035156,negative
1280,10,C002014755,operatingRating,<=,59.39999961853027,negative
1281,0,C002015240,averageDailyTraffic,>,27.5,negative
1282,6,C002015240,yearBuilt,>,1986.0,negative
1283,0,C002022110,averageDailyTraffic,>,27.5,negative
1284,6,C002022110,yearBuilt,>,1986.0,negative
1285,0,C002022120,averageDailyTraffic,>,27.5,negative
1286,6,C002022120,yearBuilt,>,1986.0,negative
1287,0,C002022125,averageDailyTraffic,>,27.5,negative
1288,6,C002022125,yearBuilt,<=,1986.0,negative
1289,7,C002022125,structureLength,>,12.799999713897705,negative
1290,0,C002022750,averageDailyTraffic,>,27.5,negative
1291,6,C002022750,yearBuilt,<=,1986.0,negative
1292,7,C002022750,structureLength,<=,12.799999713897705,negative
1293,8,C002022750,latitude,>,40.61000061035156,negative
1294,10,C002022750,operatingRating,>,59.39999961853027,negative
1295,0,C002022910,averageDailyTraffic,>,27.5,negative
1296,6,C002022910,yearBuilt,>,1986.0,negative
1297,0,C002022915,averageDailyTraffic,>,27.5,negative
1298,6,C002022915,yearBuilt,>,1986.0,negative
1299,0,C002022925,averageDailyTraffic,>,27.5,negative
1300,6,C002022925,yearBuilt,>,1986.0,negative
1301,0,C002022927,averageDailyTraffic,>,27.5,negative
1302,6,C002022927,yearBuilt,>,1986.0,negative
1303,0,C002024047,averageDailyTraffic,>,27.5,negative
1304,6,C002024047,yearBuilt,>,1986.0,negative
1305,0,C002024050,averageDailyTraffic,<=,27.5,negative
1306,1,C002024050,structureLength,>,15.349999904632568,negative
1307,3,C002024050,averageDailyTraffic,<=,22.5,negative
1308,0,C002024240,averageDailyTraffic,<=,27.5,negative
1309,1,C002024240,structureLength,<=,15.349999904632568,negative
1310,0,C002033910,averageDailyTraffic,>,27.5,negative
1311,6,C002033910,yearBuilt,>,1986.0,negative
1312,0,C002033915,averageDailyTraffic,>,27.5,negative
1313,6,C002033915,yearBuilt,<=,1986.0,negative
1314,7,C002033915,structureLength,>,12.799999713897705,negative
1315,0,C002107905P,averageDailyTraffic,<=,27.5,negative
1316,1,C002107905P,structureLength,>,15.349999904632568,negative
1317,3,C002107905P,averageDailyTraffic,<=,22.5,negative
1318,0,C002113315,averageDailyTraffic,<=,27.5,negative
1319,1,C002113315,structureLength,>,15.349999904632568,negative
1320,3,C002113315,averageDailyTraffic,<=,22.5,negative
1321,0,C002115010,averageDailyTraffic,<=,27.5,negative
1322,1,C002115010,structureLength,<=,15.349999904632568,negative
1323,0,C002117305,averageDailyTraffic,>,27.5,negative
1324,6,C002117305,yearBuilt,<=,1986.0,negative
1325,7,C002117305,structureLength,>,12.799999713897705,negative
1326,0,C002122705P,averageDailyTraffic,<=,27.5,negative
1327,1,C002122705P,structureLength,>,15.349999904632568,negative
1328,3,C002122705P,averageDailyTraffic,<=,22.5,negative
1329,0,C002124510,averageDailyTraffic,<=,27.5,negative
1330,1,C002124510,structureLength,>,15.349999904632568,negative
1331,3,C002124510,averageDailyTraffic,>,22.5,negative
1332,0,C002134305,averageDailyTraffic,<=,27.5,negative
1333,1,C002134305,structureLength,>,15.349999904632568,negative
1334,3,C002134305,averageDailyTraffic,<=,22.5,negative
1335,0,C002136005,averageDailyTraffic,<=,27.5,negative
1336,1,C002136005,structureLength,>,15.349999904632568,negative
1337,3,C002136005,averageDailyTraffic,<=,22.5,negative
1338,0,C002137905,averageDailyTraffic,>,27.5,negative
1339,6,C002137905,yearBuilt,<=,1986.0,negative
1340,7,C002137905,structureLength,>,12.799999713897705,negative
1341,0,C002139425P,averageDailyTraffic,>,27.5,negative
1342,6,C002139425P,yearBuilt,>,1986.0,negative
1343,0,C002139515,averageDailyTraffic,<=,27.5,negative
1344,1,C002139515,structureLength,>,15.349999904632568,negative
1345,3,C002139515,averageDailyTraffic,<=,22.5,negative
1346,0,C002148920,averageDailyTraffic,<=,27.5,negative
1347,1,C002148920,structureLength,>,15.349999904632568,negative
1348,3,C002148920,averageDailyTraffic,>,22.5,negative
1349,0,C002155815,averageDailyTraffic,<=,27.5,negative
1350,1,C002155815,structureLength,>,15.349999904632568,negative
1351,3,C002155815,averageDailyTraffic,<=,22.5,negative
1352,0,C002157730,averageDailyTraffic,<=,27.5,negative
1353,1,C002157730,structureLength,>,15.349999904632568,negative
1354,3,C002157730,averageDailyTraffic,>,22.5,negative
1355,0,C002165440,averageDailyTraffic,<=,27.5,negative
1356,1,C002165440,structureLength,>,15.349999904632568,negative
1357,3,C002165440,averageDailyTraffic,<=,22.5,negative
1358,0,C002175820,averageDailyTraffic,<=,27.5,negative
1359,1,C002175820,structureLength,>,15.349999904632568,negative
1360,3,C002175820,averageDailyTraffic,<=,22.5,negative
1361,0,C002186210,averageDailyTraffic,<=,27.5,negative
1362,1,C002186210,structureLength,>,15.349999904632568,negative
1363,3,C002186210,averageDailyTraffic,<=,22.5,negative
1364,0,C002188805,averageDailyTraffic,<=,27.5,negative
1365,1,C002188805,structureLength,>,15.349999904632568,negative
1366,3,C002188805,averageDailyTraffic,<=,22.5,negative
1367,0,C002200305P,averageDailyTraffic,<=,27.5,negative
1368,1,C002200305P,structureLength,>,15.349999904632568,negative
1369,3,C002200305P,averageDailyTraffic,<=,22.5,negative
1370,0,C002201005P,averageDailyTraffic,<=,27.5,negative
1371,1,C002201005P,structureLength,>,15.349999904632568,negative
1372,3,C002201005P,averageDailyTraffic,<=,22.5,negative
1373,0,C002201105P,averageDailyTraffic,>,27.5,negative
1374,6,C002201105P,yearBuilt,>,1986.0,negative
1375,0,C002201710P,averageDailyTraffic,>,27.5,negative
1376,6,C002201710P,yearBuilt,<=,1986.0,negative
1377,7,C002201710P,structureLength,>,12.799999713897705,negative
1378,0,C002201805,averageDailyTraffic,>,27.5,negative
1379,6,C002201805,yearBuilt,<=,1986.0,negative
1380,7,C002201805,structureLength,>,12.799999713897705,negative
1381,0,C002203005,averageDailyTraffic,>,27.5,negative
1382,6,C002203005,yearBuilt,>,1986.0,negative
1383,0,C002203610,averageDailyTraffic,>,27.5,negative
1384,6,C002203610,yearBuilt,>,1986.0,negative
1385,0,C002210810P,averageDailyTraffic,>,27.5,negative
1386,6,C002210810P,yearBuilt,>,1986.0,negative
1387,0,C002212005,averageDailyTraffic,<=,27.5,negative
1388,1,C002212005,structureLength,>,15.349999904632568,negative
1389,3,C002212005,averageDailyTraffic,>,22.5,negative
1390,0,C002220710,averageDailyTraffic,>,27.5,negative
1391,6,C002220710,yearBuilt,>,1986.0,negative
1392,0,C002230315P,averageDailyTraffic,<=,27.5,negative
1393,1,C002230315P,structureLength,<=,15.349999904632568,negative
1394,0,C002300905,averageDailyTraffic,>,27.5,negative
1395,6,C002300905,yearBuilt,>,1986.0,negative
1396,0,C002301905,averageDailyTraffic,>,27.5,negative
1397,6,C002301905,yearBuilt,<=,1986.0,negative
1398,7,C002301905,structureLength,>,12.799999713897705,negative
1399,0,C002303005,averageDailyTraffic,>,27.5,negative
1400,6,C002303005,yearBuilt,>,1986.0,negative
1401,0,C002304225,averageDailyTraffic,<=,27.5,negative
1402,1,C002304225,structureLength,>,15.349999904632568,negative
1403,3,C002304225,averageDailyTraffic,<=,22.5,negative
1404,0,C002304510P,averageDailyTraffic,>,27.5,negative
1405,6,C002304510P,yearBuilt,>,1986.0,negative
1406,0,C002304805P,averageDailyTraffic,<=,27.5,negative
1407,1,C002304805P,structureLength,>,15.349999904632568,negative
1408,3,C002304805P,averageDailyTraffic,<=,22.5,negative
1409,0,C002315210,averageDailyTraffic,>,27.5,negative
1410,6,C002315210,yearBuilt,<=,1986.0,negative
1411,7,C002315210,structureLength,<=,12.799999713897705,negative
1412,8,C002315210,latitude,>,40.61000061035156,negative
1413,10,C002315210,operatingRating,<=,59.39999961853027,negative
1414,0,C002404703,averageDailyTraffic,>,27.5,negative
1415,6,C002404703,yearBuilt,<=,1986.0,negative
1416,7,C002404703,structureLength,<=,12.799999713897705,negative
1417,8,C002404703,latitude,>,40.61000061035156,negative
1418,10,C002404703,operatingRating,>,59.39999961853027,negative
1419,0,C002405703,averageDailyTraffic,<=,27.5,negative
1420,1,C002405703,structureLength,<=,15.349999904632568,negative
1421,0,C002405910,averageDailyTraffic,>,27.5,negative
1422,6,C002405910,yearBuilt,<=,1986.0,negative
1423,7,C002405910,structureLength,<=,12.799999713897705,negative
1424,8,C002405910,latitude,>,40.61000061035156,negative
1425,10,C002405910,operatingRating,<=,59.39999961853027,negative
1426,0,C002406105,averageDailyTraffic,>,27.5,negative
1427,6,C002406105,yearBuilt,<=,1986.0,negative
1428,7,C002406105,structureLength,<=,12.799999713897705,negative
1429,8,C002406105,latitude,>,40.61000061035156,negative
1430,10,C002406105,operatingRating,>,59.39999961853027,negative
1431,0,C002406105P,averageDailyTraffic,>,27.5,negative
1432,6,C002406105P,yearBuilt,<=,1986.0,negative
1433,7,C002406105P,structureLength,<=,12.799999713897705,negative
1434,8,C002406105P,latitude,>,40.61000061035156,negative
1435,10,C002406105P,operatingRating,>,59.39999961853027,negative
1436,0,C002406505,averageDailyTraffic,<=,27.5,negative
1437,1,C002406505,structureLength,>,15.349999904632568,negative
1438,3,C002406505,averageDailyTraffic,<=,22.5,negative
1439,0,C002406705,averageDailyTraffic,>,27.5,negative
1440,6,C002406705,yearBuilt,<=,1986.0,negative
1441,7,C002406705,structureLength,>,12.799999713897705,negative
1442,0,C002406710,averageDailyTraffic,<=,27.5,negative
1443,1,C002406710,structureLength,>,15.349999904632568,negative
1444,3,C002406710,averageDailyTraffic,>,22.5,negative
1445,0,C002406905,averageDailyTraffic,<=,27.5,negative
1446,1,C002406905,structureLength,>,15.349999904632568,negative
1447,3,C002406905,averageDailyTraffic,<=,22.5,negative
1448,0,C002407105,averageDailyTraffic,<=,27.5,negative
1449,1,C002407105,structureLength,>,15.349999904632568,negative
1450,3,C002407105,averageDailyTraffic,<=,22.5,negative
1451,0,C002407110,averageDailyTraffic,<=,27.5,negative
1452,1,C002407110,structureLength,<=,15.349999904632568,negative
1453,0,C002407305P,averageDailyTraffic,<=,27.5,negative
1454,1,C002407305P,structureLength,<=,15.349999904632568,negative
1455,0,C002407505,averageDailyTraffic,<=,27.5,negative
1456,1,C002407505,structureLength,>,15.349999904632568,negative
1457,3,C002407505,averageDailyTraffic,<=,22.5,negative
1458,0,C002407910,averageDailyTraffic,<=,27.5,negative
1459,1,C002407910,structureLength,>,15.349999904632568,negative
1460,3,C002407910,averageDailyTraffic,<=,22.5,negative
1461,0,C002408110,averageDailyTraffic,>,27.5,negative
1462,6,C002408110,yearBuilt,<=,1986.0,negative
1463,7,C002408110,structureLength,>,12.799999713897705,negative
1464,0,C002408305,averageDailyTraffic,>,27.5,negative
1465,6,C002408305,yearBuilt,<=,1986.0,negative
1466,7,C002408305,structureLength,>,12.799999713897705,negative
1467,0,C002413010,averageDailyTraffic,<=,27.5,negative
1468,1,C002413010,structureLength,<=,15.349999904632568,negative
1469,0,C002413015,averageDailyTraffic,>,27.5,negative
1470,6,C002413015,yearBuilt,<=,1986.0,negative
1471,7,C002413015,structureLength,<=,12.799999713897705,negative
1472,8,C002413015,latitude,>,40.61000061035156,negative
1473,10,C002413015,operatingRating,>,59.39999961853027,negative
1474,0,C002413210,averageDailyTraffic,>,27.5,negative
1475,6,C002413210,yearBuilt,<=,1986.0,negative
1476,7,C002413210,structureLength,<=,12.799999713897705,negative
1477,8,C002413210,latitude,>,40.61000061035156,negative
1478,10,C002413210,operatingRating,>,59.39999961853027,negative
1479,0,C002413404,averageDailyTraffic,<=,27.5,negative
1480,1,C002413404,structureLength,<=,15.349999904632568,negative
1481,0,C002413906,averageDailyTraffic,>,27.5,negative
1482,6,C002413906,yearBuilt,<=,1986.0,negative
1483,7,C002413906,structureLength,<=,12.799999713897705,negative
1484,8,C002413906,latitude,>,40.61000061035156,negative
1485,10,C002413906,operatingRating,<=,59.39999961853027,negative
1486,0,C002414510,averageDailyTraffic,>,27.5,negative
1487,6,C002414510,yearBuilt,<=,1986.0,negative
1488,7,C002414510,structureLength,<=,12.799999713897705,negative
1489,8,C002414510,latitude,>,40.61000061035156,negative
1490,10,C002414510,operatingRating,>,59.39999961853027,negative
1491,0,C002414515,averageDailyTraffic,<=,27.5,negative
1492,1,C002414515,structureLength,<=,15.349999904632568,negative
1493,0,C002416915,averageDailyTraffic,<=,27.5,negative
1494,1,C002416915,structureLength,>,15.349999904632568,negative
1495,3,C002416915,averageDailyTraffic,<=,22.5,negative
1496,0,C002417710,averageDailyTraffic,<=,27.5,negative
1497,1,C002417710,structureLength,>,15.349999904632568,negative
1498,3,C002417710,averageDailyTraffic,<=,22.5,negative
1499,0,C002422610,averageDailyTraffic,<=,27.5,negative
1500,1,C002422610,structureLength,<=,15.349999904632568,negative
1501,0,C002423020,averageDailyTraffic,<=,27.5,negative
1502,1,C002423020,structureLength,<=,15.349999904632568,negative
1503,0,C002423025,averageDailyTraffic,>,27.5,negative
1504,6,C002423025,yearBuilt,<=,1986.0,negative
1505,7,C002423025,structureLength,<=,12.799999713897705,negative
1506,8,C002423025,latitude,>,40.61000061035156,negative
1507,10,C002423025,operatingRating,>,59.39999961853027,negative
1508,0,C002424405,averageDailyTraffic,>,27.5,negative
1509,6,C002424405,yearBuilt,<=,1986.0,negative
1510,7,C002424405,structureLength,<=,12.799999713897705,negative
1511,8,C002424405,latitude,>,40.61000061035156,negative
1512,10,C002424405,operatingRating,>,59.39999961853027,negative
1513,0,C002434010,averageDailyTraffic,>,27.5,negative
1514,6,C002434010,yearBuilt,>,1986.0,negative
1515,0,C002434020,averageDailyTraffic,>,27.5,negative
1516,6,C002434020,yearBuilt,>,1986.0,negative
1517,0,C002434213,averageDailyTraffic,>,27.5,negative
1518,6,C002434213,yearBuilt,>,1986.0,negative
1519,0,C002434410,averageDailyTraffic,>,27.5,negative
1520,6,C002434410,yearBuilt,<=,1986.0,negative
1521,7,C002434410,structureLength,>,12.799999713897705,negative
1522,0,C002434815,averageDailyTraffic,<=,27.5,negative
1523,1,C002434815,structureLength,>,15.349999904632568,negative
1524,3,C002434815,averageDailyTraffic,>,22.5,negative
1525,0,C002444215,averageDailyTraffic,<=,27.5,negative
1526,1,C002444215,structureLength,>,15.349999904632568,negative
1527,3,C002444215,averageDailyTraffic,<=,22.5,negative
1528,0,C002445020,averageDailyTraffic,<=,27.5,negative
1529,1,C002445020,structureLength,>,15.349999904632568,negative
1530,3,C002445020,averageDailyTraffic,<=,22.5,negative
1531,0,C002454025,averageDailyTraffic,>,27.5,negative
1532,6,C002454025,yearBuilt,>,1986.0,negative
1533,0,C002600305,averageDailyTraffic,>,27.5,negative
1534,6,C002600305,yearBuilt,<=,1986.0,negative
1535,7,C002600305,structureLength,<=,12.799999713897705,negative
1536,8,C002600305,latitude,>,40.61000061035156,negative
1537,10,C002600305,operatingRating,<=,59.39999961853027,negative
1538,0,C002600505,averageDailyTraffic,>,27.5,negative
1539,6,C002600505,yearBuilt,<=,1986.0,negative
1540,7,C002600505,structureLength,<=,12.799999713897705,negative
1541,8,C002600505,latitude,>,40.61000061035156,negative
1542,10,C002600505,operatingRating,<=,59.39999961853027,negative
1543,0,C002600510,averageDailyTraffic,>,27.5,negative
1544,6,C002600510,yearBuilt,>,1986.0,negative
1545,0,C002600805P,averageDailyTraffic,>,27.5,negative
1546,6,C002600805P,yearBuilt,<=,1986.0,negative
1547,7,C002600805P,structureLength,<=,12.799999713897705,negative
1548,8,C002600805P,latitude,>,40.61000061035156,negative
1549,10,C002600805P,operatingRating,<=,59.39999961853027,negative
1550,0,C002602620P,averageDailyTraffic,<=,27.5,negative
1551,1,C002602620P,structureLength,<=,15.349999904632568,negative
1552,0,C002602910P,averageDailyTraffic,>,27.5,negative
1553,6,C002602910P,yearBuilt,<=,1986.0,negative
1554,7,C002602910P,structureLength,>,12.799999713897705,negative
1555,0,C002603205,averageDailyTraffic,>,27.5,negative
1556,6,C002603205,yearBuilt,>,1986.0,negative
1557,0,C002603405,averageDailyTraffic,<=,27.5,negative
1558,1,C002603405,structureLength,<=,15.349999904632568,negative
1559,0,C002605005P,averageDailyTraffic,<=,27.5,negative
1560,1,C002605005P,structureLength,<=,15.349999904632568,negative
1561,0,C002605805,averageDailyTraffic,<=,27.5,negative
1562,1,C002605805,structureLength,<=,15.349999904632568,negative
1563,0,C002610205,averageDailyTraffic,>,27.5,negative
1564,6,C002610205,yearBuilt,>,1986.0,negative
1565,0,C002611125,averageDailyTraffic,<=,27.5,negative
1566,1,C002611125,structureLength,>,15.349999904632568,negative
1567,3,C002611125,averageDailyTraffic,<=,22.5,negative
1568,0,C002611715,averageDailyTraffic,<=,27.5,negative
1569,1,C002611715,structureLength,<=,15.349999904632568,negative
1570,0,C002613810P,averageDailyTraffic,>,27.5,negative
1571,6,C002613810P,yearBuilt,>,1986.0,negative
1572,0,C002620725,averageDailyTraffic,<=,27.5,negative
1573,1,C002620725,structureLength,>,15.349999904632568,negative
1574,3,C002620725,averageDailyTraffic,<=,22.5,negative
1575,0,C002620940,averageDailyTraffic,>,27.5,negative
1576,6,C002620940,yearBuilt,<=,1986.0,negative
1577,7,C002620940,structureLength,<=,12.799999713897705,negative
1578,8,C002620940,latitude,>,40.61000061035156,negative
1579,10,C002620940,operatingRating,>,59.39999961853027,negative
1580,0,C002621525P,averageDailyTraffic,>,27.5,negative
1581,6,C002621525P,yearBuilt,<=,1986.0,negative
1582,7,C002621525P,structureLength,<=,12.799999713897705,negative
1583,8,C002621525P,latitude,>,40.61000061035156,negative
1584,10,C002621525P,operatingRating,<=,59.39999961853027,negative
1585,0,C002621735P,averageDailyTraffic,<=,27.5,negative
1586,1,C002621735P,structureLength,<=,15.349999904632568,negative
1587,0,C002622325P,averageDailyTraffic,>,27.5,negative
1588,6,C002622325P,yearBuilt,>,1986.0,negative
1589,0,C002623815,averageDailyTraffic,>,27.5,negative
1590,6,C002623815,yearBuilt,>,1986.0,negative
1591,0,C002631340,averageDailyTraffic,<=,27.5,negative
1592,1,C002631340,structureLength,<=,15.349999904632568,negative
1593,0,C002631720,averageDailyTraffic,>,27.5,negative
1594,6,C002631720,yearBuilt,>,1986.0,negative
1595,0,C002631825P,averageDailyTraffic,<=,27.5,negative
1596,1,C002631825P,structureLength,>,15.349999904632568,negative
1597,3,C002631825P,averageDailyTraffic,<=,22.5,negative
1598,0,C002634605,averageDailyTraffic,<=,27.5,negative
1599,1,C002634605,structureLength,<=,15.349999904632568,negative
1600,0,C002641530P,averageDailyTraffic,<=,27.5,negative
1601,1,C002641530P,structureLength,>,15.349999904632568,negative
1602,3,C002641530P,averageDailyTraffic,<=,22.5,negative
1603,0,C002642120,averageDailyTraffic,<=,27.5,negative
1604,1,C002642120,structureLength,>,15.349999904632568,negative
1605,3,C002642120,averageDailyTraffic,<=,22.5,negative
1606,0,C002700105,averageDailyTraffic,>,27.5,negative
1607,6,C002700105,yearBuilt,<=,1986.0,negative
1608,7,C002700105,structureLength,<=,12.799999713897705,negative
1609,8,C002700105,latitude,>,40.61000061035156,negative
1610,10,C002700105,operatingRating,>,59.39999961853027,negative
1611,0,C002700115,averageDailyTraffic,>,27.5,negative
1612,6,C002700115,yearBuilt,<=,1986.0,negative
1613,7,C002700115,structureLength,>,12.799999713897705,negative
1614,0,C002700117,averageDailyTraffic,>,27.5,negative
1615,6,C002700117,yearBuilt,<=,1986.0,negative
1616,7,C002700117,structureLength,<=,12.799999713897705,negative
1617,8,C002700117,latitude,>,40.61000061035156,negative
1618,10,C002700117,operatingRating,>,59.39999961853027,negative
1619,0,C002700120,averageDailyTraffic,>,27.5,negative
1620,6,C002700120,yearBuilt,<=,1986.0,negative
1621,7,C002700120,structureLength,>,12.799999713897705,negative
1622,0,C002700315,averageDailyTraffic,>,27.5,negative
1623,6,C002700315,yearBuilt,<=,1986.0,negative
1624,7,C002700315,structureLength,>,12.799999713897705,negative
1625,0,C002700325,averageDailyTraffic,<=,27.5,negative
1626,1,C002700325,structureLength,<=,15.349999904632568,negative
1627,0,C002700407,averageDailyTraffic,<=,27.5,negative
1628,1,C002700407,structureLength,<=,15.349999904632568,negative
1629,0,C002700410,averageDailyTraffic,>,27.5,negative
1630,6,C002700410,yearBuilt,<=,1986.0,negative
1631,7,C002700410,structureLength,>,12.799999713897705,negative
1632,0,C002700510,averageDailyTraffic,>,27.5,negative
1633,6,C002700510,yearBuilt,<=,1986.0,negative
1634,7,C002700510,structureLength,>,12.799999713897705,negative
1635,0,C002700705,averageDailyTraffic,>,27.5,negative
1636,6,C002700705,yearBuilt,<=,1986.0,negative
1637,7,C002700705,structureLength,<=,12.799999713897705,negative
1638,8,C002700705,latitude,>,40.61000061035156,negative
1639,10,C002700705,operatingRating,<=,59.39999961853027,negative
1640,0,C002700725,averageDailyTraffic,>,27.5,negative
