,node,sampleId,featureId,inequality,threshold,label
2756,0,C005417945,averageDailyTraffic,<=,27.5,negative
2757,1,C005417945,structureLength,<=,15.349999904632568,negative
2758,0,C005418120,averageDailyTraffic,<=,27.5,negative
2759,1,C005418120,structureLength,<=,15.349999904632568,negative
2760,0,C005418310,averageDailyTraffic,<=,27.5,negative
2761,1,C005418310,structureLength,<=,15.349999904632568,negative
2762,0,C005418335,averageDailyTraffic,>,27.5,negative
2763,6,C005418335,yearBuilt,<=,1986.0,negative
2764,7,C005418335,structureLength,>,12.799999713897705,negative
2765,0,C005423115,averageDailyTraffic,<=,27.5,negative
2766,1,C005423115,structureLength,>,15.349999904632568,negative
2767,3,C005423115,averageDailyTraffic,<=,22.5,negative
2768,0,C005423210,averageDailyTraffic,<=,27.5,negative
2769,1,C005423210,structureLength,<=,15.349999904632568,negative
2770,0,C005424615P,averageDailyTraffic,>,27.5,negative
2771,6,C005424615P,yearBuilt,<=,1986.0,negative
2772,7,C005424615P,structureLength,>,12.799999713897705,negative
2773,0,C005424910,averageDailyTraffic,<=,27.5,negative
2774,1,C005424910,structureLength,<=,15.349999904632568,negative
2775,0,C005424915,averageDailyTraffic,<=,27.5,negative
2776,1,C005424915,structureLength,<=,15.349999904632568,negative
2777,0,C005425220,averageDailyTraffic,>,27.5,negative
2778,6,C005425220,yearBuilt,<=,1986.0,negative
2779,7,C005425220,structureLength,<=,12.799999713897705,negative
2780,8,C005425220,latitude,>,40.61000061035156,negative
2781,10,C005425220,operatingRating,>,59.39999961853027,negative
2782,0,C005425425,averageDailyTraffic,<=,27.5,negative
2783,1,C005425425,structureLength,<=,15.349999904632568,negative
2784,0,C005426005,averageDailyTraffic,<=,27.5,negative
2785,1,C005426005,structureLength,>,15.349999904632568,negative
2786,3,C005426005,averageDailyTraffic,<=,22.5,negative
2787,0,C005430130,averageDailyTraffic,<=,27.5,negative
2788,1,C005430130,structureLength,>,15.349999904632568,negative
2789,3,C005430130,averageDailyTraffic,<=,22.5,negative
2790,0,C005430720,averageDailyTraffic,<=,27.5,negative
2791,1,C005430720,structureLength,>,15.349999904632568,negative
2792,3,C005430720,averageDailyTraffic,<=,22.5,negative
2793,0,C005431825,averageDailyTraffic,>,27.5,negative
2794,6,C005431825,yearBuilt,<=,1986.0,negative
2795,7,C005431825,structureLength,>,12.799999713897705,negative
2796,0,C005431830,averageDailyTraffic,>,27.5,negative
2797,6,C005431830,yearBuilt,<=,1986.0,negative
2798,7,C005431830,structureLength,>,12.799999713897705,negative
2799,0,C005431840,averageDailyTraffic,>,27.5,negative
2800,6,C005431840,yearBuilt,>,1986.0,negative
2801,0,C005432005,averageDailyTraffic,<=,27.5,negative
2802,1,C005432005,structureLength,<=,15.349999904632568,negative
2803,0,C005433225,averageDailyTraffic,<=,27.5,negative
2804,1,C005433225,structureLength,>,15.349999904632568,negative
2805,3,C005433225,averageDailyTraffic,<=,22.5,negative
2806,0,C005433230,averageDailyTraffic,<=,27.5,negative
2807,1,C005433230,structureLength,<=,15.349999904632568,negative
2808,0,C005433815,averageDailyTraffic,<=,27.5,negative
2809,1,C005433815,structureLength,>,15.349999904632568,negative
2810,3,C005433815,averageDailyTraffic,>,22.5,negative
2811,0,C005434205,averageDailyTraffic,>,27.5,negative
2812,6,C005434205,yearBuilt,>,1986.0,negative
2813,0,C005434410,averageDailyTraffic,<=,27.5,negative
2814,1,C005434410,structureLength,>,15.349999904632568,negative
2815,3,C005434410,averageDailyTraffic,<=,22.5,negative
2816,0,C005434415,averageDailyTraffic,>,27.5,negative
2817,6,C005434415,yearBuilt,<=,1986.0,negative
2818,7,C005434415,structureLength,<=,12.799999713897705,negative
2819,8,C005434415,latitude,>,40.61000061035156,negative
2820,10,C005434415,operatingRating,<=,59.39999961853027,negative
2821,0,C005435045,averageDailyTraffic,<=,27.5,negative
2822,1,C005435045,structureLength,>,15.349999904632568,negative
2823,3,C005435045,averageDailyTraffic,<=,22.5,negative
2824,0,C005435065,averageDailyTraffic,>,27.5,negative
2825,6,C005435065,yearBuilt,<=,1986.0,negative
2826,7,C005435065,structureLength,<=,12.799999713897705,negative
2827,8,C005435065,latitude,>,40.61000061035156,negative
2828,10,C005435065,operatingRating,>,59.39999961853027,negative
2829,0,C005442010,averageDailyTraffic,<=,27.5,negative
2830,1,C005442010,structureLength,<=,15.349999904632568,negative
2831,0,C005442410,averageDailyTraffic,<=,27.5,negative
2832,1,C005442410,structureLength,<=,15.349999904632568,negative
2833,0,C005443825,averageDailyTraffic,<=,27.5,negative
2834,1,C005443825,structureLength,<=,15.349999904632568,negative
2835,0,C005443840,averageDailyTraffic,<=,27.5,negative
2836,1,C005443840,structureLength,>,15.349999904632568,negative
2837,3,C005443840,averageDailyTraffic,<=,22.5,negative
2838,0,C005444610,averageDailyTraffic,<=,27.5,negative
2839,1,C005444610,structureLength,>,15.349999904632568,negative
2840,3,C005444610,averageDailyTraffic,<=,22.5,negative
2841,0,C005444615,averageDailyTraffic,<=,27.5,negative
2842,1,C005444615,structureLength,<=,15.349999904632568,negative
2843,0,C005445610,averageDailyTraffic,>,27.5,negative
2844,6,C005445610,yearBuilt,<=,1986.0,negative
2845,7,C005445610,structureLength,<=,12.799999713897705,negative
2846,8,C005445610,latitude,>,40.61000061035156,negative
2847,10,C005445610,operatingRating,<=,59.39999961853027,negative
2848,0,C005445615,averageDailyTraffic,>,27.5,negative
2849,6,C005445615,yearBuilt,>,1986.0,negative
2850,0,C005451825,averageDailyTraffic,<=,27.5,negative
2851,1,C005451825,structureLength,<=,15.349999904632568,negative
2852,0,C005452015,averageDailyTraffic,<=,27.5,negative
2853,1,C005452015,structureLength,<=,15.349999904632568,negative
2854,0,C005463010,averageDailyTraffic,>,27.5,negative
2855,6,C005463010,yearBuilt,<=,1986.0,negative
2856,7,C005463010,structureLength,>,12.799999713897705,negative
2857,0,C005463020,averageDailyTraffic,>,27.5,negative
2858,6,C005463020,yearBuilt,>,1986.0,negative
2859,0,C005463410,averageDailyTraffic,<=,27.5,negative
2860,1,C005463410,structureLength,<=,15.349999904632568,negative
2861,0,C005463415,averageDailyTraffic,<=,27.5,negative
2862,1,C005463415,structureLength,<=,15.349999904632568,negative
2863,0,C005463430,averageDailyTraffic,<=,27.5,negative
2864,1,C005463430,structureLength,<=,15.349999904632568,negative
2865,0,C005464620,averageDailyTraffic,<=,27.5,negative
2866,1,C005464620,structureLength,<=,15.349999904632568,negative
2867,0,C005464625,averageDailyTraffic,<=,27.5,negative
2868,1,C005464625,structureLength,<=,15.349999904632568,negative
2869,0,C005474630,averageDailyTraffic,>,27.5,negative
2870,6,C005474630,yearBuilt,>,1986.0,negative
2871,0,C005483040,averageDailyTraffic,<=,27.5,negative
2872,1,C005483040,structureLength,<=,15.349999904632568,negative
2873,0,C005483050,averageDailyTraffic,<=,27.5,negative
2874,1,C005483050,structureLength,>,15.349999904632568,negative
2875,3,C005483050,averageDailyTraffic,<=,22.5,negative
2876,0,C005502910,averageDailyTraffic,>,27.5,negative
2877,6,C005502910,yearBuilt,<=,1986.0,negative
2878,7,C005502910,structureLength,>,12.799999713897705,negative
2879,0,C005504720,averageDailyTraffic,>,27.5,negative
2880,6,C005504720,yearBuilt,<=,1986.0,negative
2881,7,C005504720,structureLength,>,12.799999713897705,negative
2882,0,C005506420,averageDailyTraffic,>,27.5,negative
2883,6,C005506420,yearBuilt,>,1986.0,negative
2884,0,C005512015,averageDailyTraffic,>,27.5,negative
2885,6,C005512015,yearBuilt,<=,1986.0,negative
2886,7,C005512015,structureLength,>,12.799999713897705,negative
2887,0,C005512205,averageDailyTraffic,>,27.5,negative
2888,6,C005512205,yearBuilt,<=,1986.0,negative
2889,7,C005512205,structureLength,>,12.799999713897705,negative
2890,0,C005520845,averageDailyTraffic,<=,27.5,negative
2891,1,C005520845,structureLength,>,15.349999904632568,negative
2892,3,C005520845,averageDailyTraffic,<=,22.5,negative
2893,0,C005530425,averageDailyTraffic,>,27.5,negative
2894,6,C005530425,yearBuilt,<=,1986.0,negative
2895,7,C005530425,structureLength,>,12.799999713897705,negative
2896,0,C005531115,averageDailyTraffic,<=,27.5,negative
2897,1,C005531115,structureLength,>,15.349999904632568,negative
2898,3,C005531115,averageDailyTraffic,<=,22.5,negative
2899,0,C005541320,averageDailyTraffic,<=,27.5,negative
2900,1,C005541320,structureLength,>,15.349999904632568,negative
2901,3,C005541320,averageDailyTraffic,>,22.5,negative
2902,0,C005602205,averageDailyTraffic,>,27.5,negative
2903,6,C005602205,yearBuilt,>,1986.0,negative
2904,0,C005604605,averageDailyTraffic,<=,27.5,negative
2905,1,C005604605,structureLength,>,15.349999904632568,negative
2906,3,C005604605,averageDailyTraffic,<=,22.5,negative
2907,0,C005604705P,averageDailyTraffic,<=,27.5,negative
2908,1,C005604705P,structureLength,<=,15.349999904632568,negative
2909,0,C005605703P,averageDailyTraffic,>,27.5,negative
2910,6,C005605703P,yearBuilt,>,1986.0,negative
2911,0,C005606105,averageDailyTraffic,<=,27.5,negative
2912,1,C005606105,structureLength,<=,15.349999904632568,negative
2913,0,C005606705,averageDailyTraffic,<=,27.5,negative
2914,1,C005606705,structureLength,<=,15.349999904632568,negative
2915,0,C005606707,averageDailyTraffic,<=,27.5,negative
2916,1,C005606707,structureLength,<=,15.349999904632568,negative
2917,0,C005612003,averageDailyTraffic,<=,27.5,negative
2918,1,C005612003,structureLength,<=,15.349999904632568,negative
2919,0,C005612305,averageDailyTraffic,>,27.5,negative
2920,6,C005612305,yearBuilt,>,1986.0,negative
2921,0,C005612505,averageDailyTraffic,<=,27.5,negative
2922,1,C005612505,structureLength,>,15.349999904632568,negative
2923,3,C005612505,averageDailyTraffic,>,22.5,negative
2924,0,C005613505,averageDailyTraffic,<=,27.5,negative
2925,1,C005613505,structureLength,>,15.349999904632568,negative
2926,3,C005613505,averageDailyTraffic,<=,22.5,negative
2927,0,C005614610,averageDailyTraffic,>,27.5,negative
2928,6,C005614610,yearBuilt,>,1986.0,negative
2929,0,C005616310,averageDailyTraffic,<=,27.5,negative
2930,1,C005616310,structureLength,<=,15.349999904632568,negative
2931,0,C005619310P,averageDailyTraffic,<=,27.5,negative
2932,1,C005619310P,structureLength,<=,15.349999904632568,negative
2933,0,C005619405P,averageDailyTraffic,>,27.5,negative
2934,6,C005619405P,yearBuilt,>,1986.0,negative
2935,0,C005622105,averageDailyTraffic,<=,27.5,negative
2936,1,C005622105,structureLength,>,15.349999904632568,negative
2937,3,C005622105,averageDailyTraffic,<=,22.5,negative
2938,0,C005622705,averageDailyTraffic,>,27.5,negative
2939,6,C005622705,yearBuilt,<=,1986.0,negative
2940,7,C005622705,structureLength,>,12.799999713897705,negative
2941,0,C005629505P,averageDailyTraffic,>,27.5,negative
2942,6,C005629505P,yearBuilt,>,1986.0,negative
2943,0,C005630705,averageDailyTraffic,<=,27.5,negative
2944,1,C005630705,structureLength,>,15.349999904632568,negative
2945,3,C005630705,averageDailyTraffic,>,22.5,negative
2946,0,C005630905,averageDailyTraffic,>,27.5,negative
2947,6,C005630905,yearBuilt,>,1986.0,negative
2948,0,C005636605,averageDailyTraffic,>,27.5,negative
2949,6,C005636605,yearBuilt,>,1986.0,negative
2950,0,C005801105,averageDailyTraffic,>,27.5,negative
2951,6,C005801105,yearBuilt,>,1986.0,negative
2952,0,C005900735,averageDailyTraffic,>,27.5,negative
2953,6,C005900735,yearBuilt,>,1986.0,negative
2954,0,C005900915,averageDailyTraffic,>,27.5,negative
2955,6,C005900915,yearBuilt,>,1986.0,negative
2956,0,C005900925,averageDailyTraffic,>,27.5,negative
2957,6,C005900925,yearBuilt,>,1986.0,negative
2958,0,C005901215,averageDailyTraffic,<=,27.5,negative
2959,1,C005901215,structureLength,>,15.349999904632568,negative
2960,3,C005901215,averageDailyTraffic,<=,22.5,negative
2961,0,C005901325,averageDailyTraffic,>,27.5,negative
2962,6,C005901325,yearBuilt,>,1986.0,negative
2963,0,C005901405,averageDailyTraffic,>,27.5,negative
2964,6,C005901405,yearBuilt,>,1986.0,negative
2965,0,C005901517,averageDailyTraffic,<=,27.5,negative
2966,1,C005901517,structureLength,<=,15.349999904632568,negative
2967,0,C005901630,averageDailyTraffic,>,27.5,negative
2968,6,C005901630,yearBuilt,>,1986.0,negative
2969,0,C005901715,averageDailyTraffic,>,27.5,negative
2970,6,C005901715,yearBuilt,>,1986.0,negative
2971,0,C005902110,averageDailyTraffic,>,27.5,negative
2972,6,C005902110,yearBuilt,<=,1986.0,negative
2973,7,C005902110,structureLength,<=,12.799999713897705,negative
2974,8,C005902110,latitude,>,40.61000061035156,negative
2975,10,C005902110,operatingRating,<=,59.39999961853027,negative
2976,0,C005902510,averageDailyTraffic,>,27.5,negative
2977,6,C005902510,yearBuilt,<=,1986.0,negative
2978,7,C005902510,structureLength,<=,12.799999713897705,negative
2979,8,C005902510,latitude,>,40.61000061035156,negative
2980,10,C005902510,operatingRating,<=,59.39999961853027,negative
2981,0,C005902905,averageDailyTraffic,>,27.5,negative
2982,6,C005902905,yearBuilt,<=,1986.0,negative
2983,7,C005902905,structureLength,<=,12.799999713897705,negative
2984,8,C005902905,latitude,>,40.61000061035156,negative
2985,10,C005902905,operatingRating,>,59.39999961853027,negative
2986,0,C005903415,averageDailyTraffic,>,27.5,negative
2987,6,C005903415,yearBuilt,>,1986.0,negative
2988,0,C005904010,averageDailyTraffic,<=,27.5,negative
2989,1,C005904010,structureLength,<=,15.349999904632568,negative
2990,0,C005904605,averageDailyTraffic,>,27.5,negative
2991,6,C005904605,yearBuilt,>,1986.0,negative
2992,0,C005904615,averageDailyTraffic,>,27.5,negative
2993,6,C005904615,yearBuilt,<=,1986.0,negative
2994,7,C005904615,structureLength,>,12.799999713897705,negative
2995,0,C005904910,averageDailyTraffic,<=,27.5,negative
2996,1,C005904910,structureLength,>,15.349999904632568,negative
2997,3,C005904910,averageDailyTraffic,>,22.5,negative
2998,0,C005913030,averageDailyTraffic,<=,27.5,negative
2999,1,C005913030,structureLength,<=,15.349999904632568,negative
3000,0,C005914105,averageDailyTraffic,>,27.5,negative
3001,6,C005914105,yearBuilt,>,1986.0,negative
3002,0,C005920205,averageDailyTraffic,>,27.5,negative
3003,6,C005920205,yearBuilt,>,1986.0,negative
3004,0,C006100110,averageDailyTraffic,>,27.5,negative
3005,6,C006100110,yearBuilt,<=,1986.0,negative
3006,7,C006100110,structureLength,>,12.799999713897705,negative
3007,0,C006101105,averageDailyTraffic,>,27.5,negative
3008,6,C006101105,yearBuilt,>,1986.0,negative
3009,0,C006101407,averageDailyTraffic,>,27.5,negative
3010,6,C006101407,yearBuilt,<=,1986.0,negative
3011,7,C006101407,structureLength,<=,12.799999713897705,negative
3012,8,C006101407,latitude,>,40.61000061035156,negative
3013,10,C006101407,operatingRating,>,59.39999961853027,negative
3014,0,C006103110,averageDailyTraffic,>,27.5,negative
3015,6,C006103110,yearBuilt,>,1986.0,negative
3016,0,C006103210,averageDailyTraffic,>,27.5,negative
3017,6,C006103210,yearBuilt,>,1986.0,negative
3018,0,C006103525,averageDailyTraffic,>,27.5,negative
3019,6,C006103525,yearBuilt,<=,1986.0,negative
3020,7,C006103525,structureLength,>,12.799999713897705,negative
3021,0,C006103803,averageDailyTraffic,>,27.5,negative
3022,6,C006103803,yearBuilt,>,1986.0,negative
3023,0,C006105305,averageDailyTraffic,>,27.5,negative
3024,6,C006105305,yearBuilt,>,1986.0,negative
3025,0,C006105505,averageDailyTraffic,>,27.5,negative
3026,6,C006105505,yearBuilt,<=,1986.0,negative
3027,7,C006105505,structureLength,>,12.799999713897705,negative
3028,0,C006106705,averageDailyTraffic,>,27.5,negative
3029,6,C006106705,yearBuilt,>,1986.0,negative
3030,0,C006110510,averageDailyTraffic,>,27.5,negative
3031,6,C006110510,yearBuilt,<=,1986.0,negative
3032,7,C006110510,structureLength,>,12.799999713897705,negative
3033,0,C006110920,averageDailyTraffic,>,27.5,negative
3034,6,C006110920,yearBuilt,<=,1986.0,negative
3035,7,C006110920,structureLength,>,12.799999713897705,negative
3036,0,C006116415,averageDailyTraffic,>,27.5,negative
3037,6,C006116415,yearBuilt,<=,1986.0,negative
3038,7,C006116415,structureLength,>,12.799999713897705,negative
3039,0,C006117105,averageDailyTraffic,<=,27.5,negative
3040,1,C006117105,structureLength,>,15.349999904632568,negative
3041,3,C006117105,averageDailyTraffic,<=,22.5,negative
3042,0,C006130110,averageDailyTraffic,<=,27.5,negative
3043,1,C006130110,structureLength,<=,15.349999904632568,negative
3044,0,C006200930,averageDailyTraffic,<=,27.5,negative
3045,1,C006200930,structureLength,<=,15.349999904632568,negative
3046,0,C006202425,averageDailyTraffic,<=,27.5,negative
3047,1,C006202425,structureLength,<=,15.349999904632568,negative
3048,0,C006203005,averageDailyTraffic,>,27.5,negative
3049,6,C006203005,yearBuilt,>,1986.0,negative
3050,0,C006214003,averageDailyTraffic,<=,27.5,negative
3051,1,C006214003,structureLength,<=,15.349999904632568,negative
3052,0,C006214005,averageDailyTraffic,<=,27.5,negative
3053,1,C006214005,structureLength,<=,15.349999904632568,negative
3054,0,C006224505,averageDailyTraffic,>,27.5,negative
3055,6,C006224505,yearBuilt,<=,1986.0,negative
3056,7,C006224505,structureLength,<=,12.799999713897705,negative
3057,8,C006224505,latitude,>,40.61000061035156,negative
3058,10,C006224505,operatingRating,<=,59.39999961853027,negative
3059,0,C006231710,averageDailyTraffic,<=,27.5,negative
3060,1,C006231710,structureLength,<=,15.349999904632568,negative
3061,0,C006231905,averageDailyTraffic,<=,27.5,negative
3062,1,C006231905,structureLength,<=,15.349999904632568,negative
3063,0,C006241105,averageDailyTraffic,<=,27.5,negative
3064,1,C006241105,structureLength,<=,15.349999904632568,negative
3065,0,C006241505,averageDailyTraffic,<=,27.5,negative
3066,1,C006241505,structureLength,<=,15.349999904632568,negative
3067,0,C006301005,averageDailyTraffic,>,27.5,negative
3068,6,C006301005,yearBuilt,<=,1986.0,negative
3069,7,C006301005,structureLength,>,12.799999713897705,negative
3070,0,C006301110P,averageDailyTraffic,<=,27.5,negative
3071,1,C006301110P,structureLength,<=,15.349999904632568,negative
3072,0,C006301205,averageDailyTraffic,>,27.5,negative
3073,6,C006301205,yearBuilt,<=,1986.0,negative
3074,7,C006301205,structureLength,<=,12.799999713897705,negative
3075,8,C006301205,latitude,>,40.61000061035156,negative
3076,10,C006301205,operatingRating,<=,59.39999961853027,negative
3077,0,C006304305,averageDailyTraffic,>,27.5,negative
3078,6,C006304305,yearBuilt,<=,1986.0,negative
3079,7,C006304305,structureLength,<=,12.799999713897705,negative
3080,8,C006304305,latitude,>,40.61000061035156,negative
3081,10,C006304305,operatingRating,<=,59.39999961853027,negative
3082,0,C006305110,averageDailyTraffic,>,27.5,negative
3083,6,C006305110,yearBuilt,>,1986.0,negative
3084,0,C006305305,averageDailyTraffic,>,27.5,negative
3085,6,C006305305,yearBuilt,>,1986.0,negative
3086,0,C006305515P,averageDailyTraffic,<=,27.5,negative
3087,1,C006305515P,structureLength,<=,15.349999904632568,negative
3088,0,C006310505P,averageDailyTraffic,>,27.5,negative
3089,6,C006310505P,yearBuilt,>,1986.0,negative
3090,0,C006313905,averageDailyTraffic,>,27.5,negative
3091,6,C006313905,yearBuilt,>,1986.0,negative
3092,0,C006321040,averageDailyTraffic,<=,27.5,negative
3093,1,C006321040,structureLength,>,15.349999904632568,negative
3094,3,C006321040,averageDailyTraffic,>,22.5,negative
3095,0,C006400805,averageDailyTraffic,>,27.5,negative
3096,6,C006400805,yearBuilt,>,1986.0,negative
3097,0,C006411020P,averageDailyTraffic,<=,27.5,negative
3098,1,C006411020P,structureLength,>,15.349999904632568,negative
3099,3,C006411020P,averageDailyTraffic,<=,22.5,negative
3100,0,C006412213,averageDailyTraffic,<=,27.5,negative
3101,1,C006412213,structureLength,>,15.349999904632568,negative
3102,3,C006412213,averageDailyTraffic,<=,22.5,negative
3103,0,C006413035,averageDailyTraffic,>,27.5,negative
3104,6,C006413035,yearBuilt,>,1986.0,negative
3105,0,C006500810,averageDailyTraffic,<=,27.5,negative
3106,1,C006500810,structureLength,>,15.349999904632568,negative
3107,3,C006500810,averageDailyTraffic,<=,22.5,negative
3108,0,C006500815,averageDailyTraffic,<=,27.5,negative
3109,1,C006500815,structureLength,<=,15.349999904632568,negative
3110,0,C006501305,averageDailyTraffic,<=,27.5,negative
3111,1,C006501305,structureLength,<=,15.349999904632568,negative
3112,0,C006501625,averageDailyTraffic,>,27.5,negative
3113,6,C006501625,yearBuilt,>,1986.0,negative
3114,0,C006501630,averageDailyTraffic,<=,27.5,negative
3115,1,C006501630,structureLength,>,15.349999904632568,negative
3116,3,C006501630,averageDailyTraffic,>,22.5,negative
3117,0,C006502205P,averageDailyTraffic,>,27.5,negative
3118,6,C006502205P,yearBuilt,>,1986.0,negative
3119,0,C006503005,averageDailyTraffic,>,27.5,negative
3120,6,C006503005,yearBuilt,>,1986.0,negative
3121,0,C006503715,averageDailyTraffic,>,27.5,negative
3122,6,C006503715,yearBuilt,>,1986.0,negative
3123,0,C006504005,averageDailyTraffic,<=,27.5,negative
3124,1,C006504005,structureLength,>,15.349999904632568,negative
3125,3,C006504005,averageDailyTraffic,<=,22.5,negative
3126,0,C006504505,averageDailyTraffic,<=,27.5,negative
3127,1,C006504505,structureLength,<=,15.349999904632568,negative
3128,0,C006504530,averageDailyTraffic,>,27.5,negative
3129,6,C006504530,yearBuilt,>,1986.0,negative
3130,0,C006504920,averageDailyTraffic,>,27.5,negative
3131,6,C006504920,yearBuilt,<=,1986.0,negative
3132,7,C006504920,structureLength,>,12.799999713897705,negative
3133,0,C006505010,averageDailyTraffic,>,27.5,negative
3134,6,C006505010,yearBuilt,>,1986.0,negative
3135,0,C006510710,averageDailyTraffic,>,27.5,negative
3136,6,C006510710,yearBuilt,>,1986.0,negative
3137,0,C006511015,averageDailyTraffic,<=,27.5,negative
3138,1,C006511015,structureLength,>,15.349999904632568,negative
3139,3,C006511015,averageDailyTraffic,<=,22.5,negative
3140,0,C006511110,averageDailyTraffic,>,27.5,negative
3141,6,C006511110,yearBuilt,>,1986.0,negative
3142,0,C006511510,averageDailyTraffic,<=,27.5,negative
3143,1,C006511510,structureLength,<=,15.349999904632568,negative
3144,0,C006511715,averageDailyTraffic,<=,27.5,negative
3145,1,C006511715,structureLength,>,15.349999904632568,negative
3146,3,C006511715,averageDailyTraffic,<=,22.5,negative
3147,0,C006512115,averageDailyTraffic,<=,27.5,negative
3148,1,C006512115,structureLength,>,15.349999904632568,negative
3149,3,C006512115,averageDailyTraffic,<=,22.5,negative
3150,0,C006513220,averageDailyTraffic,<=,27.5,negative
3151,1,C006513220,structureLength,>,15.349999904632568,negative
3152,3,C006513220,averageDailyTraffic,<=,22.5,negative
3153,0,C006513505,averageDailyTraffic,<=,27.5,negative
3154,1,C006513505,structureLength,>,15.349999904632568,negative
3155,3,C006513505,averageDailyTraffic,>,22.5,negative
3156,0,C006513725,averageDailyTraffic,<=,27.5,negative
3157,1,C006513725,structureLength,<=,15.349999904632568,negative
3158,0,C006520425,averageDailyTraffic,<=,27.5,negative
3159,1,C006520425,structureLength,<=,15.349999904632568,negative
3160,0,C006522120,averageDailyTraffic,>,27.5,negative
3161,6,C006522120,yearBuilt,>,1986.0,negative
3162,0,C006525015,averageDailyTraffic,<=,27.5,negative
3163,1,C006525015,structureLength,>,15.349999904632568,negative
3164,3,C006525015,averageDailyTraffic,<=,22.5,negative
3165,0,C006530620,averageDailyTraffic,>,27.5,negative
3166,6,C006530620,yearBuilt,<=,1986.0,negative
3167,7,C006530620,structureLength,<=,12.799999713897705,negative
3168,8,C006530620,latitude,<=,40.61000061035156,negative
3169,0,C006531125,averageDailyTraffic,<=,27.5,negative
3170,1,C006531125,structureLength,<=,15.349999904632568,negative
3171,0,C006600305P,averageDailyTraffic,<=,27.5,negative
3172,1,C006600305P,structureLength,>,15.349999904632568,negative
3173,3,C006600305P,averageDailyTraffic,<=,22.5,negative
3174,0,C006601540,averageDailyTraffic,<=,27.5,negative
3175,1,C006601540,structureLength,>,15.349999904632568,negative
3176,3,C006601540,averageDailyTraffic,>,22.5,negative
3177,0,C006602710,averageDailyTraffic,>,27.5,negative
3178,6,C006602710,yearBuilt,<=,1986.0,negative
3179,7,C006602710,structureLength,>,12.799999713897705,negative
3180,0,C006602910,averageDailyTraffic,<=,27.5,negative
3181,1,C006602910,structureLength,>,15.349999904632568,negative
3182,3,C006602910,averageDailyTraffic,<=,22.5,negative
3183,0,C006603010,averageDailyTraffic,<=,27.5,negative
3184,1,C006603010,structureLength,>,15.349999904632568,negative
3185,3,C006603010,averageDailyTraffic,<=,22.5,negative
3186,0,C006603305,averageDailyTraffic,<=,27.5,negative
3187,1,C006603305,structureLength,>,15.349999904632568,negative
3188,3,C006603305,averageDailyTraffic,>,22.5,negative
3189,0,C006604715,averageDailyTraffic,<=,27.5,negative
3190,1,C006604715,structureLength,>,15.349999904632568,negative
3191,3,C006604715,averageDailyTraffic,>,22.5,negative
3192,0,C006610640,averageDailyTraffic,<=,27.5,negative
3193,1,C006610640,structureLength,>,15.349999904632568,negative
3194,3,C006610640,averageDailyTraffic,<=,22.5,negative
3195,0,C006610645,averageDailyTraffic,<=,27.5,negative
3196,1,C006610645,structureLength,<=,15.349999904632568,negative
3197,0,C006610650,averageDailyTraffic,>,27.5,negative
3198,6,C006610650,yearBuilt,<=,1986.0,negative
3199,7,C006610650,structureLength,<=,12.799999713897705,negative
3200,8,C006610650,latitude,>,40.61000061035156,negative
3201,10,C006610650,operatingRating,<=,59.39999961853027,negative
3202,0,C006611410P,averageDailyTraffic,<=,27.5,negative
3203,1,C006611410P,structureLength,>,15.349999904632568,negative
3204,3,C006611410P,averageDailyTraffic,<=,22.5,negative
3205,0,C006611720,averageDailyTraffic,<=,27.5,negative
3206,1,C006611720,structureLength,<=,15.349999904632568,negative
3207,0,C006612540,averageDailyTraffic,>,27.5,negative
3208,6,C006612540,yearBuilt,>,1986.0,negative
3209,0,C006613035,averageDailyTraffic,<=,27.5,negative
3210,1,C006613035,structureLength,>,15.349999904632568,negative
3211,3,C006613035,averageDailyTraffic,<=,22.5,negative
3212,0,C006613415P,averageDailyTraffic,<=,27.5,negative
3213,1,C006613415P,structureLength,>,15.349999904632568,negative
3214,3,C006613415P,averageDailyTraffic,>,22.5,negative
3215,0,C006613815,averageDailyTraffic,<=,27.5,negative
3216,1,C006613815,structureLength,>,15.349999904632568,negative
3217,3,C006613815,averageDailyTraffic,<=,22.5,negative
3218,0,C006616140,averageDailyTraffic,>,27.5,negative
3219,6,C006616140,yearBuilt,>,1986.0,negative
3220,0,C006622120,averageDailyTraffic,<=,27.5,negative
3221,1,C006622120,structureLength,<=,15.349999904632568,negative
3222,0,C006623325,averageDailyTraffic,<=,27.5,negative
3223,1,C006623325,structureLength,>,15.349999904632568,negative
3224,3,C006623325,averageDailyTraffic,<=,22.5,negative
3225,0,C006631040,averageDailyTraffic,>,27.5,negative
3226,6,C006631040,yearBuilt,>,1986.0,negative
3227,0,C006653235,averageDailyTraffic,>,27.5,negative
3228,6,C006653235,yearBuilt,>,1986.0,negative
3229,0,C006653440,averageDailyTraffic,<=,27.5,negative
3230,1,C006653440,structureLength,>,15.349999904632568,negative
3231,3,C006653440,averageDailyTraffic,>,22.5,negative
3232,0,C006653855,averageDailyTraffic,>,27.5,negative
3233,6,C006653855,yearBuilt,>,1986.0,negative
3234,0,C006700327,averageDailyTraffic,<=,27.5,negative
3235,1,C006700327,structureLength,<=,15.349999904632568,negative
3236,0,C006700405P,averageDailyTraffic,<=,27.5,negative
3237,1,C006700405P,structureLength,>,15.349999904632568,negative
3238,3,C006700405P,averageDailyTraffic,>,22.5,negative
